date,url,archive-url,imported
2020-02-06,https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/regionfullmaktige---protokoll-6-februari-2020-signed.pdf,https://web.archive.org/web/20230124133204/https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/regionfullmaktige---protokoll-6-februari-2020-signed.pdf,0
2020-04-02,https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2020-04-02-regionfullmaktige-protokoll-signed.pdf,https://web.archive.org/web/20230124133411/https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2020-04-02-regionfullmaktige-protokoll-signed.pdf,0
2020-06-17,https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2020-06-17-protokoll-regionfullmaktige-signed.pdf / https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2020-06-17-regionfullmaktige-protokoll-76-omedelbart-justerad-signed.pdf,,0
2020-09-23,https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2020-09-23-protokoll-regionfullmaktige-signed.pdf,https://web.archive.org/web/20230124140523/https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2020-09-23-protokoll-regionfullmaktige-signed.pdf,0
2020-11-25,https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2020-11-25-protokoll-regionfullmaktige.pdf,https://web.archive.org/web/20230124140642/https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2020-11-25-protokoll-regionfullmaktige.pdf,0
2021-03-03,https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2021-03-03-protokoll-regionfullmaktige-signed.pdf,https://web.archive.org/web/20230214082838/https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2021-03-03-protokoll-regionfullmaktige-signed.pdf,0
2021-04-15,https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2021-04-15-protokoll-regionfullmaktige-signed.pdf,https://web.archive.org/web/20230214083839/https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2021-04-15-protokoll-regionfullmaktige-signed.pdf,0
2021-06-10,https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2021-06-10-protokoll-regionfullmaktige-signed.pdf,https://web.archive.org/web/20230214084636/https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2021-06-10-protokoll-regionfullmaktige-signed.pdf,0
2021-09-29,https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2021-09-29-protokoll-regionfullmaktige-signed.pdf,https://web.archive.org/web/20230214084820/https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2021-09-29-protokoll-regionfullmaktige-signed.pdf,0
2021-11-17,https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/regionfullmaktige-protokoll-17-18-november-2021-signed.pdf,https://web.archive.org/web/20230214084946/https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/regionfullmaktige-protokoll-17-18-november-2021-signed.pdf,0
2022-03-03,https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2022-03-03-protokoll-regionfullmaktige-signed.pdf,https://web.archive.org/web/20230214085107/https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2022-03-03-protokoll-regionfullmaktige-signed.pdf,0
2022-04-28,https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2022-04-28-protokoll-regionfullmaktige-41-47-49-73-signed.pdf / https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2022-04-28-protokoll-regionfullmaktige-48-signed.pdf,https://web.archive.org/web/20230214085250/https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2022-04-28-protokoll-regionfullmaktige-41-47-49-73-signed.pdf / https://web.archive.org/web/20230214085429/https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2022-04-28-protokoll-regionfullmaktige-48-signed.pdf,0
2022-06-02,https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2022-06-02-protokoll-regionfullmaktige-signed.pdf,https://web.archive.org/web/20230214085552/https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2022-06-02-protokoll-regionfullmaktige-signed.pdf,0
2022-09-29,https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2022-09-29-protokoll-regionfullmaktige-signed.pdf / https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2022-09-29-protokoll-regionfullmaktige-131-signed.pdf,https://web.archive.org/web/20230214090202/https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2022-09-29-protokoll-regionfullmaktige-signed.pdf / https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2022-09-29-protokoll-regionfullmaktige-131-signed.pdf,0
2022-10-17,https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2022-10-17-protokoll-regionfullmaktige-signed.pdf,https://web.archive.org/web/20230214090259/https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2022-10-17-protokoll-regionfullmaktige-signed.pdf,0
2022-11-23,https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2022-11-23--24-protokoll-regionfullmaktige-signed.pdf,https://web.archive.org/web/20230214090334/https://www.regionkalmar.se/globalassets/dokument/politik-och-paverkan/demokrati-och-insyn/protokoll/regionfullmaktige/2022-11-23--24-protokoll-regionfullmaktige-signed.pdf,0
